timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State19920
155376,75,176,189,872,0,170,4294967295,24.62,1013.49,14.73,390.14,29.24,1
156372,75,178,191,872,0,177,4294967295,24.62,1013.48,14.74,390.82,29.16,1
157368,75,178,191,869,0,229,4294967295,24.62,1013.49,14.74,388.56,29.16,1
158364,75,179,192,868,0,198,4294967295,24.62,1013.49,14.74,389.24,29.16,1
159360,74,178,192,869,0,232,4294967295,24.62,1013.49,14.74,388.79,29.16,1
160356,75,180,196,871,0,238,4294967295,24.62,1013.49,14.75,388.12,29.24,1
161352,76,182,200,877,0,258,4294967295,24.63,1013.48,14.75,389.24,29.24,1
162348,77,184,205,893,0,258,4294967295,24.63,1013.48,14.74,388.79,29.24,1
163344,79,191,211,916,0,277,4294967295,24.63,1013.48,14.75,388.12,29.32,1
164340,80,198,217,936,0,275,4294967295,24.63,1013.47,14.74,387.67,29.32,1
165336,82,206,224,949,0,279,4294967295,24.63,1013.47,14.74,388.12,29.32,1
166332,83,210,228,955,0,285,4294967295,24.63,1013.47,14.74,390.82,29.24,1
167328,84,214,229,958,0,307,4294967295,24.63,1013.48,14.74,388.12,29.24,1
168324,84,213,226,954,0,324,4294967295,24.63,1013.48,14.74,392.88,29.24,1
169320,83,212,223,947,0,383,4294967295,24.63,1013.48,14.74,389.01,29.24,1
170316,81,208,220,939,0,415,4294967295,24.63,1013.48,14.72,365.05,29.16,1
171312,82,208,222,938,0,412,4294967295,24.63,1013.49,14.74,328.75,29.24,1
172308,82,210,221,934,0,398,4294967295,24.63,1013.48,14.76,305.93,29.24,1
173304,81,209,219,931,0,471,4294967295,24.63,1013.48,14.77,295.01,29.24,1
174300,81,207,216,925,0,383,4294967295,24.64,1013.48,14.77,289.58,29.32,1
175296,80,208,214,919,0,397,4294967295,24.63,1013.47,14.77,286.57,29.24,1
176292,80,213,215,924,0,431,4294967295,24.63,1013.48,14.76,289.08,29.32,1
177288,81,218,218,936,0,445,4294967295,24.63,1013.47,14.74,290.86,29.24,1
178284,82,223,224,945,0,451,4294967295,24.63,1013.48,14.72,292.92,29.24,1
179280,83,223,228,943,0,456,4294967295,24.63,1013.48,14.71,291.88,29.24,1
180276,83,221,230,937,0,471,4294967295,24.63,1013.48,14.70,292.66,29.24,1
181272,85,224,234,937,0,471,4294967295,24.63,1013.48,14.70,291.63,29.24,1
182268,84,229,235,942,0,488,4294967295,24.64,1013.48,14.69,294.75,29.16,1
183264,84,230,235,947,0,507,4294967295,24.64,1013.49,14.69,295.54,29.24,1
184260,85,233,237,949,0,625,4294967295,24.64,1013.48,14.67,299.55,29.16,1
185256,86,236,241,949,0,590,4294967295,24.64,1013.49,14.67,299.28,29.16,1
186252,86,239,245,952,0,697,4294967295,24.64,1013.49,14.66,302.29,29.16,1
187248,87,243,248,957,0,1012,4294967295,24.64,1013.49,14.65,303.40,29.16,1
188244,87,245,249,959,0,754,4294967295,24.64,1013.49,14.66,306.21,29.24,1
189240,88,246,249,959,0,766,4294967295,24.64,1013.48,14.67,305.08,29.24,1
190236,87,248,252,956,0,728,4294967295,24.64,1013.48,14.66,306.21,29.24,1
191232,89,251,254,960,0,724,4294967295,24.64,1013.48,14.66,306.21,29.24,1
192228,88,251,256,958,0,710,4294967295,24.64,1013.48,14.66,306.78,29.24,1
193224,89,253,260,957,0,677,4294967295,24.64,1013.48,14.66,307.64,29.32,1
194220,91,257,263,957,0,626,4294967295,24.64,1013.47,14.66,309.37,29.32,1
195216,91,261,267,958,0,644,4294967295,24.64,1013.47,14.66,309.08,29.32,1
196212,92,263,269,963,0,689,4294967295,24.64,1013.47,14.65,310.53,29.32,1
197208,93,265,271,966,0,659,4294967295,24.64,1013.47,14.65,312.29,29.32,1
198204,94,267,273,965,0,730,4294967295,24.64,1013.47,14.65,312.58,29.24,1
199200,93,268,271,965,0,802,4294967295,24.64,1013.48,14.64,313.18,29.32,1
200196,93,268,272,964,0,888,4294967295,24.64,1013.47,14.64,313.47,29.32,1
201192,93,267,272,961,0,872,4294967295,24.64,1013.47,14.64,315.57,29.24,1
202188,93,268,273,960,0,960,4294967295,24.64,1013.48,14.64,314.37,29.24,1
203184,93,269,275,959,0,1018,4294967295,24.63,1013.48,14.64,313.47,29.16,1
204180,94,271,278,959,0,1057,4294967295,24.63,1013.49,14.63,314.37,29.24,1
205176,94,274,281,960,0,1116,4294967295,24.63,1013.48,14.64,316.47,29.24,1
206172,96,277,284,964,0,1141,4294967295,24.63,1013.48,14.64,317.08,29.32,1
207168,96,278,284,967,0,1086,4294967295,24.63,1013.47,14.64,319.23,29.32,1
208164,95,275,280,963,0,1118,4294967295,24.63,1013.47,14.63,321.40,29.32,1
209160,93,271,276,958,0,1122,4294967295,24.63,1013.47,14.62,323.60,29.32,1
210156,93,269,274,953,0,1078,4294967295,24.63,1013.47,14.61,327.45,29.32,1
211152,93,268,273,949,0,1096,4294967295,24.63,1013.47,14.62,326.15,29.32,1
212148,92,269,276,946,0,1038,4294967295,24.63,1013.47,14.63,325.51,29.32,1
213144,93,270,277,946,0,1096,4294967295,24.64,1013.47,14.61,324.23,29.32,1
214140,93,271,280,947,0,1182,4294967295,24.63,1013.47,14.61,327.77,29.32,1
215136,93,272,282,950,0,1184,4294967295,24.64,1013.47,14.61,327.45,29.24,1
216132,93,273,282,949,0,1184,4294967295,24.64,1013.48,14.61,328.75,29.24,1
217128,94,276,285,952,0,1303,4294967295,24.64,1013.48,14.60,330.06,29.32,1
218124,95,279,285,955,0,1531,4294967295,24.64,1013.47,14.61,332.05,29.32,1
219120,96,283,287,959,0,1578,4294967295,24.63,1013.47,14.61,333.73,29.32,1
220116,96,285,290,965,0,1521,4294967295,24.64,1013.47,14.61,333.05,29.32,1
221112,97,288,292,968,0,1828,4294967295,24.64,1013.47,14.61,336.79,29.24,1
222108,97,291,288,967,0,1775,4294967295,24.64,1013.48,14.61,334.06,29.32,1
223104,96,288,284,963,0,1940,4294967295,24.64,1013.47,14.61,337.13,29.32,1
224100,95,291,281,959,0,1723,4294967295,24.64,1013.47,14.61,337.82,29.32,1
225096,95,296,282,964,0,1782,4294967295,24.64,1013.47,14.61,338.51,29.24,1
226092,97,300,288,971,0,1362,4294967295,24.64,1013.48,14.61,340.25,29.24,1
227088,98,301,292,972,0,1907,4294967295,24.64,1013.48,14.62,342.01,29.24,1
228084,99,302,297,973,0,1584,4294967295,24.64,1013.48,14.63,340.25,29.24,1
229080,100,301,300,972,0,1797,4294967295,24.64,1013.48,14.61,343.79,29.24,1
230076,100,301,301,968,0,1698,4294967295,24.64,1013.48,14.61,343.79,29.32,1
231072,99,301,302,967,0,2005,4294967295,24.64,1013.47,14.62,345.59,29.24,1
232068,100,301,302,965,0,1462,4294967295,24.64,1013.48,14.62,347.40,29.32,1
233064,100,300,304,962,0,2031,4294967295,24.64,1013.47,14.63,348.87,29.24,1
234060,101,301,306,962,0,1134,4294967295,24.64,1013.48,14.62,352.59,29.24,1
235056,100,302,308,963,0,1202,4294967295,24.64,1013.48,14.63,352.59,29.24,1
236052,101,303,310,963,0,1145,4294967295,24.64,1013.48,14.62,357.94,29.24,1
237048,101,305,312,964,0,891,4294967295,24.63,1013.48,14.62,361.06,29.16,1
238044,101,307,313,965,0,1072,4294967295,24.64,1013.49,14.63,357.94,29.16,1
239040,102,307,315,965,0,819,4294967295,24.64,1013.49,14.62,361.06,29.16,1
240036,103,308,316,966,0,755,4294967295,24.64,1013.49,14.63,362.25,29.16,1
241032,103,308,318,965,0,925,4294967295,24.64,1013.49,14.62,365.05,29.16,1
242028,102,308,317,965,0,842,4294967295,24.64,1013.49,14.63,364.65,29.07,1
243024,103,307,317,963,0,822,4294967295,24.64,1013.50,14.63,365.86,28.99,1
244020,102,306,315,962,0,795,4294967295,24.64,1013.51,14.64,364.65,28.99,1
245016,101,305,315,958,0,695,4294967295,24.64,1013.51,14.64,366.67,28.91,1
246012,101,304,313,955,0,756,4294967295,24.64,1013.52,14.63,370.79,28.99,1
247008,101,303,314,952,0,917,4294967295,24.64,1013.51,14.64,368.31,28.91,1
248004,102,309,319,955,0,745,4294967295,24.64,1013.52,14.65,371.20,28.91,0
249000,103,311,322,958,0,758,4294967295,24.64,1013.52,14.67,373.30,28.99,0
249996,102,312,321,961,0,728,4294967295,24.64,1013.51,14.67,373.72,28.91,0
250992,103,310,321,959,0,725,4294967295,24.64,1013.52,14.66,375.42,28.99,0
251988,102,306,317,954,0,719,4294967295,24.64,1013.51,14.67,375.84,29.07,0
252984,101,302,313,949,0,705,4294967295,24.64,1013.50,14.68,378.49,29.07,0
253980,100,299,310,944,0,669,4294967295,24.64,1013.50,14.67,378.49,29.16,0
254976,99,296,308,939,0,654,4294967295,24.64,1013.49,14.69,378.49,29.24,0
255972,98,293,306,935,0,688,4294967295,24.64,1013.48,14.68,381.94,29.24,0
256968,97,291,303,929,0,597,4294967295,24.64,1013.48,14.69,384.34,29.24,0
257964,96,287,300,925,0,530,4294967295,24.64,1013.48,14.69,381.72,29.32,0
258960,95,284,297,921,0,491,4294967295,24.64,1013.47,14.70,383.90,29.32,0
259956,94,281,294,916,0,458,4294967295,24.64,1013.47,14.69,384.12,29.32,0
260952,93,277,292,912,0,436,4294967295,24.64,1013.47,14.69,386.11,29.41,0
261948,93,275,289,909,0,410,4294967295,24.64,1013.46,14.69,385.89,29.49,0
262944,92,273,287,906,0,392,4294967295,24.64,1013.45,14.70,385.66,29.49,0
263940,91,270,285,902,0,391,4294967295,24.64,1013.45,14.70,384.12,29.49,0
264936,90,268,282,900,0,366,4294967295,24.65,1013.45,14.71,382.81,29.49,0
265932,90,266,281,897,0,381,4294967295,24.65,1013.45,14.73,384.12,29.41,0
266928,89,264,280,894,0,366,4294967295,24.65,1013.46,14.74,381.94,29.41,0
267924,88,262,277,891,0,371,4294967295,24.65,1013.46,14.75,381.50,29.49,0
268920,88,260,276,889,0,342,4294967295,24.65,1013.45,14.76,381.50,29.49,0
269916,87,258,274,887,0,329,4294967295,24.65,1013.45,14.77,377.43,29.41,0
270912,86,256,272,884,0,324,4294967295,24.65,1013.46,14.77,374.14,29.41,0
271908,86,254,271,882,0,325,4294967295,24.65,1013.46,14.78,367.90,29.41,0
272904,85,253,269,881,0,313,4294967295,24.65,1013.46,14.78,363.45,29.41,0
273900,85,251,267,880,0,308,4294967295,24.66,1013.46,14.77,354.86,29.41,0
274896,85,249,267,877,0,299,4294967295,24.66,1013.46,14.77,345.95,29.49,0
275892,84,248,265,876,0,303,4294967295,24.66,1013.45,14.76,340.60,29.49,0
276888,83,247,264,875,0,301,4294967295,24.66,1013.45,14.76,334.74,29.41,0
277884,83,245,262,873,0,301,4294967295,24.66,1013.46,14.76,331.38,29.41,0
278880,82,243,260,871,0,297,4294967295,24.66,1013.46,14.74,331.38,29.49,0
279876,81,242,260,869,0,270,4294967295,24.66,1013.45,14.73,331.38,29.49,0
280872,81,241,258,868,0,293,4294967295,24.66,1013.45,14.72,328.10,29.49,0
281868,81,238,257,866,0,287,4294967295,24.66,1013.45,14.71,329.08,29.49,0
282864,81,237,256,865,0,285,4294967295,24.66,1013.45,14.69,331.05,29.41,0
283860,80,236,254,863,0,321,4294967295,24.66,1013.46,14.68,330.06,29.49,0
284856,80,235,253,861,0,276,4294967295,24.66,1013.45,14.68,333.39,29.49,0
285852,80,234,252,859,0,274,4294967295,24.66,1013.45,14.66,329.73,29.49,0
286848,79,232,250,858,0,256,4294967295,24.66,1013.45,14.66,332.72,29.49,0
287844,79,231,249,856,0,273,4294967295,24.66,1013.45,14.66,332.72,29.41,0
288840,78,230,248,855,0,285,4294967295,24.66,1013.46,14.64,332.72,29.49,0
289836,78,228,247,852,0,248,4294967295,24.66,1013.45,14.63,330.39,29.41,0
290832,77,227,246,851,0,258,4294967295,24.66,1013.46,14.64,330.72,29.49,0
291828,77,226,245,851,0,259,4294967295,24.66,1013.45,14.63,329.08,29.41,0
292824,77,225,243,849,0,258,4294967295,24.66,1013.46,14.63,327.45,29.41,0
293820,77,224,243,849,0,235,4294967295,24.66,1013.46,14.63,325.51,29.49,0
294816,76,223,241,849,0,246,4294967295,24.66,1013.45,14.62,323.92,29.49,0
295812,76,223,241,849,0,249,4294967295,24.66,1013.45,14.62,324.87,29.41,0
296808,76,221,239,847,0,230,4294967295,24.66,1013.46,14.62,324.23,29.32,0
297804,76,220,239,847,0,245,4294967295,24.67,1013.47,14.62,323.28,29.41,0
298800,75,220,239,847,0,241,4294967295,24.67,1013.46,14.62,322.97,29.41,0
299796,74,218,237,847,0,246,4294967295,24.67,1013.46,14.62,321.71,29.49,0
300792,75,217,237,848,0,244,4294967295,24.67,1013.45,14.62,322.02,29.49,0
301788,75,217,236,847,0,242,4294967295,24.67,1013.45,14.63,320.77,29.49,0
302784,73,216,236,845,0,239,4294967295,24.67,1013.45,14.63,321.40,29.57,0
303780,74,214,234,844,0,235,4294967295,24.67,1013.44,14.63,320.46,29.49,0
304776,73,214,234,842,0,235,4294967295,24.67,1013.45,14.64,321.71,29.49,0
305772,73,212,233,841,0,239,4294967295,24.67,1013.45,14.64,324.23,29.49,0
306768,73,212,232,839,0,238,4294967295,24.67,1013.45,14.64,324.23,29.41,0
307764,73,211,230,837,0,237,4294967295,24.67,1013.46,14.65,324.23,29.49,0
308760,72,210,229,837,0,226,4294967295,24.67,1013.45,14.66,326.15,29.57,0
309756,72,209,229,835,0,233,4294967295,24.67,1013.44,14.65,327.45,29.49,0
310752,72,208,228,835,0,277,4294967295,24.67,1013.45,14.66,328.42,29.57,0
311748,71,207,227,833,0,209,4294967295,24.67,1013.44,14.66,330.72,29.49,0
312744,71,207,226,832,0,227,4294967295,24.68,1013.45,14.67,334.74,29.49,0
313740,71,206,226,831,0,211,4294967295,24.68,1013.45,14.67,334.74,29.49,0
314736,71,205,224,831,0,220,4294967295,24.68,1013.45,14.67,336.10,29.49,0
315732,71,204,224,831,0,218,4294967295,24.68,1013.45,14.67,334.74,29.41,0
316728,70,203,224,829,0,217,4294967295,24.68,1013.46,14.68,334.74,29.49,0
317724,70,202,223,829,0,216,4294967295,24.68,1013.45,14.67,335.76,29.49,0
318720,70,202,222,828,0,213,4294967295,24.68,1013.45,14.67,339.90,29.41,0
319716,69,200,221,826,0,218,4294967295,24.68,1013.46,14.68,338.86,29.41,0
320712,69,200,220,826,0,212,4294967295,24.68,1013.46,14.68,339.55,29.41,0
321708,69,199,219,824,0,211,4294967295,24.68,1013.46,14.69,339.90,29.49,0
322704,69,198,219,824,0,213,4294967295,24.68,1013.45,14.69,340.60,29.49,0
323700,69,197,218,822,0,207,4294967295,24.68,1013.45,14.69,340.25,29.57,0
324696,69,197,217,822,0,210,4294967295,24.68,1013.44,14.69,343.08,29.57,0
325692,69,196,217,821,0,205,4294967295,24.68,1013.44,14.68,341.66,29.57,0
326688,68,195,216,822,0,225,4294967295,24.68,1013.44,14.68,345.95,29.49,0
327684,68,195,215,821,0,202,4294967295,24.68,1013.45,14.70,345.59,29.49,0
328680,67,194,215,819,0,238,4294967295,24.68,1013.45,14.69,348.50,29.57,0
329676,67,194,213,819,0,200,4294967295,24.68,1013.44,14.70,349.98,29.57,0
330672,67,192,213,818,0,201,4294967295,24.68,1013.44,14.70,351.84,29.57,0
331668,66,192,212,817,0,199,4294967295,24.68,1013.44,14.70,354.48,29.57,0
332664,67,191,211,816,0,198,4294967295,24.68,1013.44,14.70,355.63,29.57,0
333660,67,190,210,814,0,193,4294967295,24.68,1013.44,14.70,356.78,29.57,0
334656,67,189,211,814,0,197,4294967295,24.68,1013.44,14.70,357.94,29.57,0
335652,66,189,209,814,0,195,4294967295,24.68,1013.44,14.70,360.67,29.57,0
336648,66,189,209,812,0,193,4294967295,24.69,1013.44,14.69,362.65,29.57,0
337644,66,188,209,811,0,192,4294967295,24.69,1013.44,14.71,362.25,29.57,0
338640,66,187,207,812,0,191,4294967295,24.69,1013.44,14.70,363.45,29.57,0
339636,65,186,207,811,0,190,4294967295,24.69,1013.44,14.70,365.46,29.57,0
