timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State-94.30
38844,39,73,62,787,1,9,0,24.63,1028.36,12.22,697.64,-93.81,0
39840,39,73,62,786,1,8,0,24.63,1028.36,12.22,699.09,-93.81,0
40836,39,73,63,785,1,8,0,24.63,1028.36,12.23,701.28,-93.73,0
41832,38,73,62,785,1,9,0,24.63,1028.35,12.23,701.28,-93.81,0
42828,39,73,62,785,1,8,0,24.63,1028.36,12.23,697.64,-93.81,0
43824,39,73,63,784,1,9,0,24.63,1028.36,12.22,700.55,-93.73,0
44820,39,73,62,784,1,8,0,24.63,1028.35,12.23,702.75,-93.64,0
45816,39,72,63,784,1,8,0,24.63,1028.34,12.23,707.19,-93.64,0
46812,39,73,62,783,1,9,0,24.62,1028.34,12.23,699.82,-93.64,0
47808,39,73,63,784,1,8,0,24.62,1028.34,12.23,701.28,-93.64,0
48804,39,72,62,783,1,8,0,24.62,1028.34,12.23,704.96,-93.64,0
49800,39,73,62,784,1,9,0,24.62,1028.34,12.22,696.92,-93.64,0
50796,38,72,62,783,1,8,0,24.63,1028.34,12.22,703.48,-93.64,0
51792,38,73,62,782,1,8,0,24.62,1028.34,12.21,706.44,-93.64,0
52788,38,73,62,781,1,8,0,24.63,1028.34,12.22,698.37,-93.56,0
53784,38,73,62,782,1,8,0,24.63,1028.33,12.22,706.44,-93.64,0
54780,38,73,61,782,1,9,0,24.63,1028.34,12.21,700.55,-93.64,0
55776,38,73,62,782,1,8,0,24.63,1028.34,12.22,701.28,-93.64,0
56772,37,73,62,782,1,9,0,24.63,1028.34,12.21,704.22,-93.56,0
57768,38,72,62,781,1,9,0,24.63,1028.33,12.22,702.01,-93.56,0
58764,38,73,61,781,1,10,0,24.63,1028.33,12.20,702.01,-93.56,0
59760,38,73,61,781,1,8,0,24.63,1028.33,12.21,707.19,-93.56,0
60756,38,73,62,781,1,8,0,24.63,1028.33,12.20,699.82,-93.48,0
61752,37,73,62,782,1,9,0,24.63,1028.32,12.21,696.92,-93.56,0
62748,38,72,62,782,1,8,0,24.63,1028.33,12.20,699.82,-93.56,0
63744,37,72,61,781,1,8,0,24.63,1028.33,12.21,707.93,-93.56,0
64740,37,72,62,780,1,9,0,24.63,1028.33,12.22,699.09,-93.48,0
65736,38,72,61,780,1,8,0,24.63,1028.32,12.21,699.09,-93.56,0
66732,37,72,61,780,1,8,0,24.63,1028.33,12.20,699.09,-93.56,0
67728,37,72,61,780,1,9,0,24.63,1028.33,12.22,698.37,-93.48,0
68724,37,72,61,781,1,8,0,24.63,1028.32,12.21,696.20,-93.48,0
69720,37,72,61,780,1,9,0,24.63,1028.32,12.20,702.01,-93.48,0
70716,37,72,61,780,1,8,0,24.63,1028.32,12.22,696.92,-93.40,0
71712,37,72,61,779,1,8,0,24.63,1028.31,12.20,697.64,-93.48,0
72708,36,72,61,779,1,8,0,24.63,1028.32,12.20,699.09,-93.48,0
73704,37,72,61,779,1,9,0,24.63,1028.32,12.21,702.75,-93.48,0
74700,37,72,61,779,1,8,0,24.63,1028.32,12.19,698.37,-93.48,0
75696,37,72,61,779,1,8,0,24.63,1028.32,12.19,702.75,-93.40,0
76692,36,72,60,779,1,8,0,24.63,1028.31,12.19,707.19,-93.40,0
77688,37,72,61,779,1,8,0,24.63,1028.31,12.19,702.01,-93.40,0
78684,36,71,61,779,1,8,0,24.63,1028.31,12.18,707.19,-93.40,0
79680,36,71,61,778,1,8,0,24.63,1028.31,12.18,704.22,-93.40,0
80676,36,72,61,779,1,9,0,24.63,1028.31,12.17,708.68,-93.40,0
81672,36,72,61,779,1,8,0,24.63,1028.31,12.17,699.82,-93.31,0
82668,36,72,61,779,1,8,0,24.63,1028.30,12.16,702.01,-93.23,0
83664,36,71,61,779,0,9,0,24.63,1028.29,12.16,709.43,-93.23,1
84660,36,72,61,781,1,8,0,24.63,1028.29,12.15,702.75,-93.23,1
85656,36,72,61,781,1,9,0,24.63,1028.29,12.14,702.75,-93.23,1
86652,36,72,61,781,1,8,0,24.63,1028.29,12.14,703.48,-93.15,1
87648,36,72,62,779,1,8,0,24.63,1028.28,12.13,702.01,-93.15,1
88644,36,71,61,779,1,8,0,24.63,1028.28,12.13,710.93,-93.07,1
89640,36,72,61,779,1,8,0,24.63,1028.27,12.12,710.93,-93.07,1
90636,36,72,61,779,1,8,0,24.63,1028.27,12.12,709.43,-93.07,1
91632,36,72,61,779,1,8,0,24.63,1028.27,12.12,711.68,-93.15,1
92628,37,72,61,779,1,8,0,24.63,1028.28,12.12,709.43,-93.15,1
93624,36,71,61,779,1,8,0,24.63,1028.28,12.12,710.93,-93.07,1
94620,36,72,62,780,1,8,0,24.63,1028.27,12.12,710.93,-93.07,1
95616,36,72,61,781,1,9,0,24.63,1028.27,12.12,708.68,-93.07,1
96612,36,72,62,781,1,8,0,24.62,1028.27,12.11,704.96,-92.99,1
97608,37,72,62,784,1,8,0,24.62,1028.26,12.11,708.68,-92.99,1
98604,38,72,63,786,1,8,0,24.62,1028.26,12.12,706.44,-92.99,1
99600,37,72,62,789,1,9,0,24.62,1028.26,12.12,707.19,-92.90,1
100596,38,72,62,789,1,8,0,24.62,1028.25,12.12,706.44,-92.90,1
101592,38,73,62,791,1,8,0,24.62,1028.25,12.11,707.93,-92.82,1
102588,39,72,63,795,1,9,0,24.63,1028.24,12.12,707.19,-92.82,1
103584,39,74,64,797,1,8,0,24.62,1028.24,12.11,708.68,-92.82,1
104580,39,74,64,796,1,8,0,24.62,1028.24,12.12,709.43,-92.74,1
105576,40,74,64,795,1,9,0,24.62,1028.23,12.12,707.93,-92.74,1
106572,40,74,64,793,1,8,0,24.62,1028.23,12.11,710.18,-92.74,1
107568,40,74,63,795,1,8,0,24.62,1028.23,12.11,707.93,-92.82,1
108564,40,74,63,794,1,8,0,24.62,1028.24,12.11,713.19,-92.74,1
109560,40,74,63,793,1,8,0,24.62,1028.23,12.10,713.19,-92.74,1
110556,40,74,64,793,1,8,0,24.62,1028.23,12.10,713.19,-92.74,1
111552,40,73,63,792,1,9,0,24.62,1028.23,12.10,710.93,-92.74,1
112548,39,74,64,792,1,9,0,24.62,1028.23,12.10,710.93,-92.66,1
113544,40,74,64,791,1,9,0,24.62,1028.22,12.10,710.93,-92.66,1
114540,40,74,64,791,1,9,0,24.62,1028.22,12.08,717.76,-92.66,1
115536,40,74,64,790,1,9,0,24.62,1028.22,12.09,711.68,-92.66,1
116532,39,73,63,790,1,9,0,24.62,1028.22,12.09,720.85,-92.66,1
117528,40,74,63,790,1,8,0,24.62,1028.22,12.08,715.47,-92.66,1
118524,39,73,63,789,1,8,0,24.62,1028.22,12.09,723.17,-92.66,1
119520,39,74,63,788,1,8,0,24.62,1028.22,12.09,720.07,-92.49,1
120516,38,73,63,788,1,8,0,24.62,1028.20,12.08,719.30,-92.57,1
121512,39,74,63,788,1,8,0,24.62,1028.21,12.09,720.85,-92.49,1
122508,40,74,63,788,1,8,0,24.62,1028.20,12.08,719.30,-92.49,1
123504,39,73,63,788,1,9,0,24.62,1028.20,12.08,720.07,-92.57,1
124500,39,74,64,788,1,8,0,24.62,1028.21,12.08,717.76,-92.57,1
125496,39,74,64,787,1,8,0,24.62,1028.21,12.09,717.76,-92.49,1
126492,39,74,63,786,1,8,0,24.62,1028.20,12.08,718.53,-92.57,1
127488,39,74,64,786,1,9,0,24.62,1028.21,12.10,715.47,-92.57,1
128484,39,74,63,785,1,8,0,24.62,1028.21,12.08,716.23,-92.49,1
129480,39,73,63,785,1,8,0,24.62,1028.20,12.08,717.00,-92.41,1
130476,39,73,63,786,1,9,0,24.62,1028.19,12.09,720.07,-92.33,1
131472,40,73,64,785,1,9,0,24.62,1028.18,12.09,717.00,-92.25,1
132468,39,74,64,786,1,9,0,24.62,1028.17,12.09,723.17,-92.25,1
133464,39,73,64,786,1,8,0,24.62,1028.17,12.10,714.71,-92.33,1
134460,40,73,64,786,1,8,0,24.62,1028.18,12.13,720.85,-92.33,1
135456,39,73,65,790,1,9,0,24.62,1028.18,12.11,722.39,-92.25,1
136452,40,74,64,792,1,9,0,24.62,1028.17,12.13,713.95,-92.25,1
137448,41,74,65,796,1,8,0,24.62,1028.17,12.15,715.47,-92.33,1
138444,41,74,66,799,1,9,0,24.62,1028.18,12.15,717.00,-92.25,1
139440,41,74,66,798,1,9,0,24.62,1028.17,12.16,722.39,-92.16,1
140436,41,75,65,799,1,8,0,24.62,1028.16,12.16,724.73,-92.25,1
141432,41,75,66,799,1,9,0,24.62,1028.17,12.16,724.73,-92.08,1
142428,41,76,67,800,1,9,0,24.62,1028.15,12.17,720.07,-92.16,1
143424,41,76,67,801,1,9,0,24.62,1028.16,12.16,719.30,-92.25,0
144420,42,76,67,799,1,8,0,24.62,1028.17,12.18,719.30,-92.16,0
145416,41,76,66,798,1,9,0,24.62,1028.16,12.18,727.09,-92.16,0
146412,41,76,67,797,1,9,0,24.62,1028.16,12.18,722.39,-92.16,0
147408,41,75,67,794,1,9,0,24.62,1028.16,12.18,727.09,-92.33,0
148404,42,75,66,793,1,9,0,24.62,1028.18,12.18,718.53,-92.25,0
149400,41,75,66,793,1,9,0,24.62,1028.17,12.20,721.62,-92.25,0
150396,41,75,66,791,1,8,0,24.62,1028.17,12.19,717.00,-92.25,0
151392,40,74,66,790,1,9,0,24.62,1028.17,12.18,723.95,-92.25,0
152388,41,75,66,790,1,8,0,24.62,1028.17,12.19,720.07,-92.25,0
153384,41,75,65,789,1,9,0,24.61,1028.17,12.17,720.07,-92.25,0
154380,40,74,65,787,1,11,0,24.61,1028.17,12.16,713.95,-92.25,0
155376,40,74,65,787,1,8,0,24.62,1028.17,12.17,717.00,-92.25,0
156372,40,74,65,787,1,9,0,24.62,1028.17,12.17,717.00,-92.25,0
157368,40,74,66,787,1,8,0,24.61,1028.17,12.18,717.76,-92.25,0
158364,40,74,65,786,1,8,0,24.61,1028.17,12.17,726.30,-92.33,0
159360,40,74,65,786,1,8,0,24.62,1028.18,12.18,723.95,-92.33,0
160356,40,74,65,785,1,8,0,24.61,1028.18,12.17,723.17,-92.41,0
161352,40,74,64,785,1,8,0,24.61,1028.19,12.16,725.52,-92.33,0
162348,40,74,65,785,1,9,0,24.61,1028.18,12.17,718.53,-92.33,0
163344,40,74,65,784,1,9,0,24.61,1028.18,12.16,723.95,-92.33,0
164340,39,73,64,784,1,9,0,24.61,1028.18,12.16,722.39,-92.33,0
165336,39,74,64,783,1,8,0,24.61,1028.18,12.16,723.95,-92.41,0
166332,39,73,64,783,1,8,0,24.61,1028.19,12.15,727.87,-92.41,0
167328,39,74,64,782,1,8,0,24.61,1028.19,12.15,723.95,-92.41,0
168324,39,74,64,783,1,8,0,24.61,1028.19,12.15,722.39,-92.41,0
169320,39,74,65,782,1,8,0,24.61,1028.19,12.14,725.52,-92.41,0
170316,39,73,64,782,1,9,0,24.61,1028.19,12.13,724.73,-92.41,0
171312,39,73,65,782,1,8,0,24.61,1028.19,12.13,726.30,-92.41,0
172308,39,73,65,782,1,8,0,24.61,1028.19,12.14,724.73,-92.33,0
173304,38,73,65,781,1,9,0,24.61,1028.18,12.14,729.46,-92.41,0
174300,38,73,64,781,1,8,0,24.61,1028.19,12.14,724.73,-92.41,0
175296,39,73,64,781,1,8,0,24.61,1028.19,12.13,729.46,-92.41,0
176292,38,73,65,781,1,8,0,24.61,1028.19,12.12,726.30,-92.49,0
177288,39,73,64,780,1,9,0,24.61,1028.20,12.12,731.04,-92.49,0
178284,38,73,64,780,1,8,0,24.61,1028.20,12.12,725.52,-92.49,0
179280,38,73,64,779,1,9,0,24.61,1028.20,12.12,722.39,-92.41,0
180276,38,72,64,779,1,8,0,24.61,1028.19,12.11,726.30,-92.41,0
181272,38,73,64,780,1,9,0,24.61,1028.19,12.11,726.30,-92.49,0
182268,38,73,64,779,1,9,0,24.61,1028.20,12.11,729.46,-92.41,0
183264,38,73,64,779,1,8,0,24.61,1028.19,12.10,724.73,-92.49,0
184260,38,73,64,779,1,8,0,24.61,1028.20,12.11,723.95,-92.49,0
185256,38,73,64,779,1,9,0,24.61,1028.20,12.10,726.30,-92.49,0
186252,37,72,63,779,1,8,0,24.61,1028.20,12.11,723.17,-92.57,0
187248,37,72,63,779,1,9,0,24.61,1028.21,12.10,726.30,-92.57,0
188244,37,73,64,779,1,8,0,24.61,1028.21,12.11,719.30,-92.57,0
189240,38,73,63,778,1,10,0,24.61,1028.21,12.10,725.52,-92.57,0
190236,38,73,63,779,1,8,0,24.61,1028.21,12.12,724.73,-92.66,0
191232,37,73,64,778,1,9,0,24.61,1028.22,12.12,723.17,-92.57,0
192228,37,73,63,778,1,8,0,24.61,1028.21,12.13,726.30,-92.57,0
193224,37,73,64,778,1,9,0,24.61,1028.21,12.13,721.62,-92.66,0
194220,38,73,64,778,1,8,0,24.61,1028.22,12.13,721.62,-92.57,0
195216,37,73,63,778,1,9,0,24.61,1028.21,12.13,716.23,-92.57,0
196212,37,73,63,778,1,9,0,24.61,1028.21,12.13,723.17,-92.57,0
197208,37,73,64,777,1,8,0,24.61,1028.21,12.13,721.62,-92.57,0
198204,37,73,63,777,1,9,0,24.61,1028.21,12.13,724.73,-92.57,0
199200,37,73,64,777,1,8,0,24.61,1028.21,12.14,716.23,-92.57,0
200196,37,73,63,777,1,9,0,24.61,1028.21,12.14,717.00,-92.57,0
201192,36,72,63,776,1,9,0,24.61,1028.21,12.14,716.23,-92.57,0
202188,37,73,63,776,1,9,0,24.61,1028.21,12.15,714.71,-92.66,0
203184,36,72,63,776,1,8,0,24.61,1028.22,12.15,720.85,-92.66,0
204180,37,72,63,776,1,9,0,24.60,1028.22,12.12,724.73,-92.66,0
205176,36,72,63,776,1,8,0,24.60,1028.22,12.13,720.07,-92.74,0
206172,37,72,63,776,1,8,0,24.60,1028.23,12.12,718.53,-92.82,0
207168,37,72,62,776,1,8,0,24.60,1028.24,12.13,720.07,-92.74,0
208164,37,72,63,776,1,9,0,24.60,1028.23,12.12,723.17,-92.74,0
209160,36,72,63,776,1,9,0,24.60,1028.23,12.11,723.95,-92.74,0
210156,36,72,62,775,1,8,0,24.60,1028.23,12.10,727.87,-92.74,0
211152,36,72,63,776,1,9,0,24.60,1028.23,12.10,721.62,-92.74,0
212148,36,72,63,776,1,8,0,24.60,1028.23,12.08,722.39,-92.82,0
213144,36,72,63,776,1,9,0,24.60,1028.24,12.09,725.52,-92.74,0
214140,36,72,62,776,1,9,0,24.60,1028.23,12.09,723.95,-92.74,0
215136,36,72,62,776,1,8,0,24.60,1028.23,12.08,723.95,-92.82,0
216132,36,72,63,776,1,9,0,24.60,1028.24,12.08,723.95,-92.82,0
217128,36,72,62,776,0,8,0,24.60,1028.24,12.07,726.30,-92.82,0
218124,36,72,63,776,1,8,0,24.60,1028.24,12.07,722.39,-92.90,0
219120,35,72,62,776,1,8,0,24.60,1028.25,12.06,726.30,-92.90,0
220116,36,72,63,776,1,9,0,24.60,1028.25,12.07,724.73,-92.82,0
221112,35,72,63,775,1,9,0,24.60,1028.24,12.06,726.30,-92.82,0
222108,36,72,63,776,1,9,0,24.60,1028.24,12.06,723.17,-92.90,0
223104,36,72,62,775,1,9,0,24.60,1028.25,12.06,727.87,-92.90,1
224100,35,72,62,776,1,8,0,24.60,1028.25,12.05,727.87,-92.99,1
225096,35,72,63,776,1,10,0,24.60,1028.26,12.06,729.46,-92.99,1
226092,35,72,63,776,1,8,0,24.60,1028.26,12.07,727.87,-93.07,1
227088,35,72,62,777,1,9,0,24.60,1028.27,12.07,720.85,-92.99,1
228084,35,72,62,776,1,9,0,24.60,1028.26,12.07,724.73,-93.07,1
229080,36,72,62,776,1,9,0,24.60,1028.27,12.09,723.17,-93.23,1
230076,36,72,62,779,1,8,0,24.59,1028.29,12.10,719.30,-93.23,1
231072,37,72,63,781,1,9,0,24.59,1028.29,12.11,723.17,-93.31,1
232068,37,72,64,782,1,9,0,24.59,1028.30,12.13,721.62,-93.31,1
233064,36,73,64,783,1,9,0,24.59,1028.30,12.14,731.04,-93.23,1
234060,37,73,64,785,1,9,0,24.59,1028.29,12.14,724.73,-93.23,1
235056,37,73,65,785,1,8,0,24.59,1028.29,12.16,727.09,-93.23,1
236052,37,73,64,786,1,9,0,24.59,1028.29,12.17,724.73,-93.23,1
237048,38,74,64,787,1,8,0,24.60,1028.29,12.19,720.07,-93.15,1
238044,38,73,65,786,1,9,0,24.59,1028.28,12.19,723.95,-93.15,1
239040,39,73,64,786,1,8,0,24.60,1028.28,12.20,722.39,-93.15,1
240036,39,73,65,786,1,8,0,24.59,1028.28,12.19,723.17,-93.15,1
241032,38,73,64,785,1,8,0,24.59,1028.28,12.19,723.17,-93.07,1
242028,38,73,64,784,1,8,0,24.59,1028.27,12.19,727.09,-93.15,1
243024,38,73,64,785,1,9,0,24.59,1028.28,12.19,724.73,-93.23,1
244020,38,73,65,785,1,9,0,24.59,1028.29,12.17,724.73,-93.15,1
245016,39,73,65,787,1,8,0,24.59,1028.28,12.16,720.07,-93.15,1
246012,39,74,65,788,1,8,0,24.59,1028.28,12.15,727.09,-93.15,1
247008,40,74,64,787,1,9,0,24.59,1028.28,12.17,728.66,-93.15,1
248004,40,74,64,786,1,8,0,24.59,1028.28,12.15,729.46,-93.23,1
249000,40,74,65,786,1,9,0,24.59,1028.29,12.14,728.66,-93.23,1
249996,40,74,65,786,1,8,0,24.59,1028.29,12.14,729.46,-93.23,1
250992,40,74,65,787,1,9,0,24.59,1028.29,12.13,734.24,-93.23,1
251988,40,74,65,786,1,8,0,24.59,1028.29,12.12,737.46,-93.31,1
252984,41,75,66,787,1,9,0,24.59,1028.30,12.12,733.44,-93.23,1
253980,41,75,66,790,1,8,0,24.59,1028.29,12.10,731.04,-93.31,1
254976,41,75,66,795,1,8,0,24.59,1028.30,12.09,731.04,-93.31,1
255972,42,75,66,796,1,8,0,24.59,1028.30,12.09,734.24,-93.31,1
256968,42,75,67,797,1,9,0,24.59,1028.30,12.09,732.64,-93.31,1
257964,42,76,67,797,1,8,0,24.59,1028.30,12.09,732.64,-93.31,1
258960,43,75,67,798,1,8,0,24.59,1028.30,12.09,738.27,-93.31,1
259956,42,76,68,800,1,8,0,24.59,1028.30,12.07,730.25,-93.31,1
260952,43,76,68,802,1,8,0,24.59,1028.30,12.07,735.85,-93.31,1
261948,43,76,68,801,1,9,0,24.59,1028.30,12.07,728.66,-93.40,1
262944,44,76,69,802,1,8,0,24.59,1028.31,12.07,733.44,-93.31,1
263940,44,76,69,801,1,8,0,24.59,1028.30,12.06,733.44,-93.40,1
264936,45,76,69,805,1,10,0,24.59,1028.31,12.05,737.46,-93.40,0
265932,44,77,70,805,1,9,0,24.59,1028.31,12.07,734.24,-93.31,0
266928,44,77,70,805,1,9,0,24.59,1028.30,12.08,735.04,-93.31,0
267924,44,77,70,804,1,9,0,24.59,1028.30,12.06,727.87,-93.40,0
268920,44,77,70,802,1,9,0,24.59,1028.31,12.07,732.64,-93.31,0
269916,44,77,70,802,1,9,0,24.59,1028.30,12.06,737.46,-93.40,0
270912,44,77,70,800,1,9,0,24.58,1028.31,12.07,736.65,-93.40,0
271908,44,77,70,799,1,8,0,24.58,1028.31,12.06,733.44,-93.48,0
272904,43,77,70,798,1,9,0,24.58,1028.32,12.08,738.27,-93.40,0
273900,43,76,69,795,1,9,0,24.58,1028.31,12.08,733.44,-93.48,0
274896,43,76,69,794,1,9,0,24.59,1028.32,12.08,734.24,-93.48,0
275892,43,76,68,792,1,8,0,24.59,1028.32,12.09,736.65,-93.56,0
276888,43,76,68,792,1,9,0,24.59,1028.33,12.09,737.46,-93.56,0
277884,43,75,68,791,1,9,0,24.59,1028.33,12.09,732.64,-93.56,0
278880,43,76,68,790,1,9,0,24.59,1028.33,12.09,734.24,-93.64,0
279876,43,75,68,788,1,8,0,24.59,1028.34,12.10,736.65,-93.64,0
280872,42,75,68,789,1,9,0,24.59,1028.34,12.10,735.85,-93.64,0
281868,42,75,68,788,1,8,0,24.59,1028.34,12.11,730.25,-93.73,0
282864,42,75,68,787,1,9,0,24.59,1028.35,12.09,735.04,-93.64,0
283860,42,75,68,787,1,9,0,24.59,1028.34,12.10,737.46,-93.73,0
284856,42,75,68,786,1,8,0,24.59,1028.35,12.11,735.85,-93.73,0
285852,41,75,68,785,1,9,0,24.59,1028.35,12.11,735.85,-93.73,0
286848,42,75,68,785,1,9,0,24.59,1028.35,12.11,735.85,-93.64,0
287844,42,75,68,784,1,8,0,24.59,1028.34,12.09,731.04,-93.73,0
288840,42,74,68,784,1,9,0,24.59,1028.35,12.10,737.46,-93.73,0
289836,41,75,68,784,1,9,0,24.59,1028.35,12.11,732.64,-93.73,0
290832,41,75,67,784,1,8,0,24.59,1028.35,12.10,739.08,-93.81,0
291828,41,74,67,783,1,8,0,24.59,1028.36,12.10,737.46,-93.81,0
292824,41,75,67,782,1,9,0,24.59,1028.36,12.11,732.64,-93.81,0
293820,41,75,68,782,1,9,0,24.59,1028.36,12.09,738.27,-93.81,0
294816,41,74,68,782,1,8,0,24.59,1028.36,12.10,732.64,-93.81,0
295812,41,74,67,782,1,8,0,24.59,1028.36,12.08,741.53,-93.89,0
296808,41,75,67,782,1,9,0,24.60,1028.37,12.08,738.27,-93.89,0
297804,41,74,67,781,1,9,0,24.60,1028.37,12.08,735.85,-93.97,0
298800,41,74,67,781,1,9,0,24.60,1028.38,12.07,737.46,-93.97,0
