timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State19.51
265036,129,398,414,973,2,2832,4294967295,24.38,1014.73,14.17,558.00,18.85,1
266032,130,400,417,972,2,2953,4294967295,24.38,1014.73,14.17,560.32,18.85,1
267028,131,405,420,974,2,3012,4294967295,24.38,1014.73,14.16,560.79,18.76,1
268024,132,408,423,978,2,2881,4294967295,24.38,1014.74,14.15,560.32,18.68,1
269020,131,409,423,978,2,2738,4294967295,24.38,1014.75,14.16,562.20,18.68,1
270016,132,411,422,978,3,2771,4294967295,24.38,1014.75,14.16,561.26,18.68,1
271012,133,412,424,977,2,2744,4294967295,24.38,1014.75,14.15,566.47,18.76,1
272008,134,412,424,976,2,2846,4294967295,24.38,1014.74,14.16,563.14,18.76,1
273004,134,412,425,974,2,2888,4294967295,24.38,1014.74,14.15,565.04,18.76,1
274000,134,412,425,973,2,2888,4294967295,24.38,1014.74,14.15,565.99,18.76,1
274996,134,413,426,971,2,3065,4294967295,24.38,1014.74,14.15,564.09,18.76,1
275992,134,415,427,971,2,3073,4294967295,24.38,1014.74,14.15,566.47,18.68,1
276988,135,417,426,973,2,3057,4294967295,24.38,1014.75,14.15,566.94,18.68,1
277984,135,419,426,975,2,3073,4294967295,24.38,1014.75,14.14,567.90,18.60,1
278980,135,420,423,975,2,3073,4294967295,24.38,1014.76,14.15,569.83,18.60,1
279976,134,421,421,973,2,2997,4294967295,24.38,1014.76,14.15,568.86,18.60,1
280972,135,423,425,974,2,4567,4294967295,24.38,1014.76,14.14,567.90,18.60,1
281968,136,427,433,979,2,11417,4294967295,24.38,1014.76,14.16,569.83,18.60,1
282964,137,428,435,981,2,3981,4294967295,24.38,1014.76,14.14,570.80,18.60,1
283960,138,428,434,978,3,4196,4294967295,24.38,1014.76,14.14,570.80,18.51,1
284956,138,427,435,976,2,4303,4294967295,24.38,1014.77,14.15,571.28,18.51,1
285952,138,424,433,973,2,4567,4294967295,24.38,1014.77,14.15,571.77,18.51,1
286948,138,422,432,969,2,7139,4294967295,24.38,1014.77,14.15,572.25,18.51,1
287944,138,424,430,969,2,4969,4294967295,24.38,1014.77,14.14,572.74,18.60,1
288940,138,433,438,976,2,5555,4294967295,24.38,1014.76,14.14,573.23,18.60,1
289936,138,435,437,980,2,5694,4294967295,24.38,1014.76,14.15,577.17,18.60,1
290932,138,435,435,979,2,6044,4294967295,24.38,1014.76,14.14,574.21,18.60,1
291928,138,436,434,977,2,6025,4294967295,24.38,1014.76,14.13,576.68,18.60,1
292924,138,437,434,975,2,5748,4294967295,24.38,1014.76,14.14,575.69,18.60,1
293920,138,437,434,974,2,6361,4294967295,24.38,1014.76,14.14,580.66,18.68,1
294916,138,439,434,972,2,6791,4294967295,24.38,1014.75,14.15,576.18,18.60,1
295912,138,439,433,971,2,6791,4294967295,24.38,1014.76,14.14,577.67,18.60,1
296908,138,442,435,971,2,7487,4294967295,24.37,1014.76,14.15,577.17,18.60,1
297904,139,443,434,972,2,8025,4294967295,24.37,1014.76,14.15,576.68,18.60,1
298900,139,445,435,972,2,6702,4294967295,24.37,1014.76,14.15,577.17,18.60,1
299896,139,446,437,974,2,9068,4294967295,24.37,1014.76,14.15,579.16,18.68,1
300892,139,447,439,975,2,9807,4294967295,24.37,1014.75,14.15,581.17,18.68,1
301888,140,448,442,976,2,10034,4294967295,24.37,1014.75,14.15,585.73,18.68,1
302884,141,446,442,976,2,11986,4294967295,24.37,1014.75,14.16,580.16,18.76,1
303880,140,447,442,974,2,11744,4294967295,24.37,1014.74,14.15,577.17,18.68,1
304876,141,448,440,975,2,17318,4294967295,24.37,1014.75,14.16,580.66,18.76,1
305872,140,448,440,975,3,11840,4294967295,24.37,1014.74,14.15,582.17,18.76,1
306868,140,450,441,975,2,13245,4294967295,24.37,1014.74,14.16,579.66,18.76,1
307864,141,450,441,976,2,15229,4294967295,24.37,1014.74,14.16,584.71,18.76,1
308860,140,450,441,975,3,13078,4294967295,24.37,1014.74,14.17,583.18,18.76,1
309856,141,449,442,974,2,13647,4294967295,24.37,1014.74,14.16,584.71,18.76,1
310852,140,448,442,972,2,4911,4294967295,24.37,1014.74,14.16,583.69,18.76,1
311848,141,449,443,970,2,2484,4294967295,24.37,1014.74,14.17,583.69,18.76,1
312844,141,450,444,971,2,2654,4294967295,24.37,1014.74,14.17,584.20,18.76,1
313840,141,453,446,973,2,2698,4294967295,24.37,1014.74,14.16,588.81,18.68,1
314836,141,453,447,974,2,7487,4294967295,24.37,1014.75,14.16,588.81,18.60,1
315832,142,454,453,975,2,7803,4294967295,24.37,1014.76,14.16,585.73,18.60,1
316828,141,444,446,971,3,8648,4294967295,24.37,1014.76,14.17,582.68,18.51,1
317824,140,435,439,964,3,8969,4294967295,24.36,1014.77,14.15,582.17,18.51,1
318820,137,428,432,957,3,4825,4294967295,24.36,1014.77,14.16,581.17,18.43,0
319816,134,423,426,951,3,8053,4294967295,24.36,1014.78,14.16,582.17,18.43,0
320812,132,416,421,945,3,7564,4294967295,24.35,1014.78,14.17,582.68,18.43,0
321808,130,411,417,939,2,8555,4294967295,24.35,1014.78,14.17,581.67,18.43,0
322804,128,406,412,935,2,7020,4294967295,24.35,1014.78,14.18,589.32,18.43,0
323800,126,401,408,930,3,7538,4294967295,24.35,1014.78,14.17,584.71,18.35,0
324796,124,397,404,925,2,5893,4294967295,24.35,1014.79,14.17,595.06,18.35,0
325792,123,393,401,921,2,5471,4294967295,24.34,1014.79,14.17,588.29,18.43,0
326788,121,389,397,917,2,4687,4294967295,24.34,1014.78,14.17,587.78,18.35,0
327784,119,385,394,913,3,4854,4294967295,24.34,1014.79,14.17,592.96,18.43,0
328780,117,382,392,911,3,4476,4294967295,24.34,1014.78,14.17,590.88,18.43,0
329776,116,379,388,907,2,4278,4294967295,24.34,1014.78,14.17,587.78,18.43,0
330772,115,375,386,904,2,4811,4294967295,24.34,1014.78,14.17,587.78,18.51,0
331768,114,372,382,902,3,4126,4294967295,24.34,1014.77,14.17,594.01,18.51,0
332764,112,370,380,899,2,4014,4294967295,24.34,1014.77,14.17,591.92,18.43,0
333760,111,367,377,896,2,3701,4294967295,24.34,1014.78,14.18,590.36,18.51,0
334756,110,364,374,894,3,3721,4294967295,24.34,1014.77,14.18,590.88,18.43,0
335752,108,361,372,890,3,3411,4294967295,24.34,1014.78,14.17,595.59,18.51,0
336748,107,359,370,888,3,3367,4294967295,24.34,1014.77,14.18,590.88,18.51,0
337744,106,356,367,886,3,3224,4294967295,24.34,1014.77,14.18,592.96,18.51,0
338740,105,354,366,883,3,3073,4294967295,24.33,1014.77,14.18,590.88,18.68,0
339736,104,351,363,882,2,3005,4294967295,24.33,1014.75,14.18,593.49,18.68,0
340732,103,349,361,880,3,2997,4294967295,24.33,1014.75,14.18,591.92,18.76,0
341728,102,346,359,877,3,3970,4294967295,24.33,1014.74,14.17,594.54,18.76,0
342724,102,344,357,876,3,2778,4294967295,24.33,1014.74,14.18,592.44,18.76,0
343720,100,342,355,874,2,2860,4294967295,24.33,1014.74,14.18,591.92,18.76,0
344716,100,340,352,871,3,2805,4294967295,24.33,1014.74,14.18,592.96,18.76,0
345712,99,338,350,869,3,3520,4294967295,24.33,1014.74,14.17,590.36,18.76,0
346708,98,335,349,867,3,2917,4294967295,24.33,1014.74,14.16,593.49,18.76,0
347704,97,333,347,866,3,2610,4294967295,24.33,1014.74,14.17,595.06,18.76,0
348700,96,331,345,865,3,2705,4294967295,24.33,1014.74,14.17,599.31,18.76,0
349696,96,329,343,863,3,2731,4294967295,24.33,1014.74,14.17,597.18,18.85,0
350692,95,327,341,861,2,2718,4294967295,24.33,1014.73,14.16,587.78,18.85,0
351688,95,326,339,859,2,2421,4294967295,24.33,1014.73,14.17,594.01,18.85,0
352684,93,323,338,858,3,3065,4294967295,24.33,1014.73,14.16,591.92,18.76,0
353680,93,321,336,856,3,2507,4294967295,24.33,1014.74,14.16,598.24,18.85,0
354676,93,319,334,855,3,2291,4294967295,24.33,1014.73,14.16,597.18,18.85,0
355672,92,318,333,853,2,3282,4294967295,24.33,1014.73,14.16,590.88,18.93,0
356668,91,316,331,852,2,2549,4294967295,24.33,1014.72,14.17,596.12,18.93,0
357664,90,315,329,851,3,2302,4294967295,24.33,1014.72,14.16,589.32,19.01,0
358660,89,313,328,850,2,2339,4294967295,24.33,1014.71,14.16,587.78,19.01,0
359656,89,311,326,848,2,2432,4294967295,24.33,1014.71,14.16,589.32,19.01,0
360652,89,309,325,846,2,2484,4294967295,24.33,1014.71,14.16,591.92,19.01,0
361648,88,307,323,845,3,2323,4294967295,24.33,1014.71,14.17,595.59,18.93,0
362644,87,306,321,844,2,2328,4294967295,24.33,1014.72,14.15,591.92,19.01,0
363640,87,305,320,843,2,2318,4294967295,24.33,1014.71,14.16,590.88,19.01,0
364636,87,303,319,841,2,2366,4294967295,24.33,1014.71,14.15,590.88,18.93,1
365632,86,302,318,841,2,2297,4294967295,24.33,1014.72,14.15,595.06,18.93,1
366628,85,300,316,839,2,3191,4294967295,24.33,1014.72,14.14,588.81,18.85,1
367624,87,311,325,877,2,2099,4294967295,24.33,1014.73,14.13,592.44,18.68,1
368620,86,316,331,909,3,1392,4294967295,24.33,1014.75,14.13,587.26,18.68,1
369616,86,317,332,917,2,1713,4294967295,24.32,1014.75,14.14,589.84,18.60,1
370612,85,316,331,915,3,1500,4294967295,24.32,1014.76,14.14,591.92,18.60,1
371608,85,318,333,915,2,1678,4294967295,24.32,1014.76,14.14,588.81,18.43,1
372604,86,321,341,923,2,1808,4294967295,24.32,1014.78,14.14,597.18,18.43,1
373600,87,326,342,934,2,1847,4294967295,24.32,1014.78,14.14,590.36,18.43,1
374596,86,325,339,932,2,1932,4294967295,24.32,1014.78,14.14,590.88,18.43,1
375592,86,324,338,925,2,1716,4294967295,24.32,1014.78,14.14,591.92,18.35,1
376588,85,323,337,920,2,2113,4294967295,24.32,1014.79,14.14,588.81,18.43,1
377584,85,321,338,915,2,2230,4294967295,24.32,1014.78,14.13,591.92,18.43,1
378580,85,322,337,913,2,2472,4294967295,24.32,1014.78,14.15,595.59,18.43,1
379576,85,324,337,914,2,2758,4294967295,24.32,1014.78,14.14,595.06,18.43,1
380572,85,323,339,913,3,3073,4294967295,24.32,1014.78,14.14,591.92,18.43,1
381568,85,320,337,909,2,3652,4294967295,24.32,1014.78,14.14,589.84,18.51,1
382564,84,317,335,903,2,4070,4294967295,24.32,1014.77,14.15,590.88,18.60,1
383560,83,315,333,897,2,3959,4294967295,24.32,1014.76,14.15,586.75,18.68,1
384556,83,314,334,894,2,3970,4294967295,24.31,1014.75,14.14,590.88,18.60,1
385552,83,311,333,891,3,4327,4294967295,24.31,1014.76,14.14,591.92,18.60,1
386548,83,309,333,887,2,6300,4294967295,24.32,1014.76,14.14,590.88,18.60,1
387544,83,307,332,884,3,4278,4294967295,24.32,1014.76,14.15,590.88,18.60,1
388540,82,307,332,882,3,4255,4294967295,24.32,1014.76,14.14,590.88,18.68,1
389536,81,305,332,879,3,5028,4294967295,24.32,1014.75,14.14,590.36,18.76,1
390532,81,303,331,875,2,4984,4294967295,24.32,1014.74,14.14,595.06,18.76,1
391528,81,301,330,872,3,5150,4294967295,24.32,1014.74,14.14,593.49,18.85,1
392524,81,300,330,870,2,4854,4294967295,24.32,1014.73,14.14,592.96,18.85,1
393520,81,300,330,871,2,5134,4294967295,24.32,1014.73,14.14,596.12,18.85,1
394516,81,300,331,871,2,5150,4294967295,24.31,1014.73,14.13,591.40,18.85,1
395512,80,298,331,868,2,5259,4294967295,24.31,1014.73,14.14,591.92,18.85,1
396508,80,296,329,867,2,5405,4294967295,24.31,1014.73,14.14,594.01,18.76,1
397504,80,295,328,865,2,5471,4294967295,24.31,1014.74,14.14,591.40,18.76,1
398500,79,293,326,861,2,5454,4294967295,24.31,1014.74,14.13,591.92,18.76,1
399496,79,292,325,858,2,6180,4294967295,24.31,1014.74,14.13,597.18,18.68,1
400492,78,291,326,860,2,5259,4294967295,24.31,1014.75,14.13,591.92,18.68,1
401488,79,293,332,869,2,5766,4294967295,24.31,1014.75,14.12,592.96,18.76,1
402484,79,292,332,875,2,6280,4294967295,24.31,1014.74,14.14,592.44,18.68,1
403480,79,293,330,877,2,6240,4294967295,24.31,1014.75,14.13,592.96,18.76,1
404476,78,293,331,878,2,6614,4294967295,24.31,1014.74,14.12,597.71,18.76,1
405472,79,294,331,881,2,6859,4294967295,24.31,1014.74,14.12,597.18,18.76,1
406468,79,295,333,885,2,6881,4294967295,24.31,1014.74,14.12,593.49,18.76,1
407464,79,294,331,885,2,7436,4294967295,24.31,1014.74,14.12,594.01,18.68,1
408460,78,292,330,883,2,5766,4294967295,24.31,1014.75,14.12,595.06,18.68,1
409456,78,292,332,883,3,8903,4294967295,24.31,1014.75,14.12,594.01,18.68,1
410452,78,292,331,882,3,10111,4294967295,24.31,1014.75,14.13,600.38,18.60,1
411448,78,291,330,881,3,10800,4294967295,24.31,1014.76,14.11,595.59,18.60,1
412444,78,293,330,883,2,11697,4294967295,24.31,1014.76,14.12,595.59,18.51,1
413440,77,292,330,884,2,11326,4294967295,24.31,1014.77,14.13,598.78,18.43,1
414436,78,292,331,883,2,12914,4294967295,24.31,1014.78,14.12,596.65,18.43,1
415432,77,290,333,884,3,13078,4294967295,24.31,1014.78,14.11,597.18,18.35,1
416428,77,289,332,880,3,13245,4294967295,24.31,1014.79,14.12,595.59,18.35,1
417424,77,287,329,875,2,10632,4294967295,24.31,1014.79,14.12,602.00,18.35,1
418420,75,285,327,871,2,14827,4294967295,24.31,1014.79,14.12,604.16,18.27,1
419416,75,283,325,867,2,16006,4294967295,24.30,1014.80,14.12,598.78,18.27,1
420412,75,282,324,863,3,13945,4294967295,24.30,1014.80,14.11,597.71,18.35,1
421408,75,281,323,860,2,11015,4294967295,24.30,1014.79,14.12,602.54,18.35,1
422404,75,280,323,858,2,13078,4294967295,24.30,1014.79,14.13,600.38,18.35,1
423400,75,279,321,855,2,12284,4294967295,24.30,1014.79,14.12,597.71,18.35,1
424396,75,277,321,853,2,13825,4294967295,24.30,1014.79,14.12,597.18,18.35,1
425392,74,276,319,850,2,11986,4294967295,24.30,1014.79,14.13,601.46,18.43,1
426388,74,277,319,851,2,12284,4294967295,24.30,1014.78,14.14,597.71,18.43,1
427384,74,276,320,854,2,12699,4294967295,24.30,1014.78,14.13,600.92,18.43,1
428380,74,276,318,856,2,11792,4294967295,24.30,1014.78,14.14,600.92,18.43,1
429376,74,275,319,857,2,11326,4294967295,24.30,1014.78,14.14,596.12,18.51,1
430372,74,274,320,858,3,11147,4294967295,24.30,1014.77,14.15,602.00,18.60,1
431368,74,273,323,858,2,12806,4294967295,24.30,1014.76,14.14,602.54,18.60,1
432364,74,274,325,862,3,12968,4294967295,24.30,1014.76,14.14,607.44,18.68,1
433360,74,274,325,862,2,11840,4294967295,24.30,1014.75,14.15,606.89,18.60,1
434356,74,273,325,866,2,13589,4294967295,24.30,1014.76,14.15,597.71,18.60,1
435352,74,273,326,868,3,13245,4294967295,24.30,1014.76,14.14,605.25,18.60,1
436348,74,274,325,869,3,9958,4294967295,24.30,1014.76,14.16,600.38,18.60,1
437344,73,273,324,870,2,14189,4294967295,24.30,1014.76,14.15,600.38,18.60,1
438340,73,273,323,868,2,12184,4294967295,24.30,1014.76,14.15,597.18,18.60,1
439336,73,274,324,871,3,15093,4294967295,24.30,1014.76,14.16,598.24,18.60,1
440332,73,275,325,874,2,14959,4294967295,24.30,1014.76,14.16,598.78,18.51,1
441328,73,272,323,872,3,14503,4294967295,24.30,1014.77,14.16,597.18,18.43,1
442324,73,271,323,867,3,14503,4294967295,24.30,1014.78,14.17,596.65,18.43,1
443320,73,270,325,867,3,14440,4294967295,24.30,1014.78,14.17,603.62,18.35,1
444316,73,270,329,871,3,13706,4294967295,24.30,1014.79,14.17,597.18,18.35,1
445312,73,269,330,872,2,12335,4294967295,24.30,1014.79,14.18,599.31,18.43,1
446308,74,268,331,872,3,12860,4294967295,24.30,1014.78,14.18,597.18,18.35,1
447304,74,269,331,874,2,11372,4294967295,24.30,1014.79,14.18,600.38,18.43,1
448300,73,268,329,873,2,8081,4294967295,24.30,1014.78,14.18,597.71,18.35,1
449296,73,266,327,869,2,13706,4294967295,24.30,1014.79,14.19,594.54,18.43,1
450292,72,265,324,865,3,12914,4294967295,24.30,1014.78,14.18,595.59,18.43,1
451288,71,263,321,860,2,12699,4294967295,24.30,1014.78,14.20,598.78,18.43,1
452284,71,261,319,856,2,11236,4294967295,24.29,1014.78,14.20,598.78,18.43,1
453280,70,261,317,852,3,10674,4294967295,24.30,1014.78,14.19,600.92,18.43,1
454276,70,261,316,852,3,7858,4294967295,24.30,1014.78,14.21,592.96,18.35,1
455272,70,261,314,852,3,8025,4294967295,24.29,1014.79,14.21,597.18,18.35,1
456268,70,259,312,852,2,8081,4294967295,24.29,1014.79,14.22,594.54,18.35,1
457264,69,259,311,848,2,7997,4294967295,24.30,1014.79,14.22,596.12,18.35,1
458260,70,258,312,848,2,8680,4294967295,24.29,1014.79,14.22,591.40,18.43,1
459256,71,260,318,854,2,8081,4294967295,24.29,1014.78,14.22,591.92,18.43,1
460252,71,262,321,864,2,8053,4294967295,24.29,1014.78,14.22,594.01,18.43,1
461248,72,266,326,879,2,7436,4294967295,24.29,1014.78,14.21,594.01,18.43,1
462244,73,271,331,900,2,9002,4294967295,24.29,1014.78,14.21,595.59,18.43,1
463240,73,278,336,920,2,8711,4294967295,24.29,1014.78,14.22,599.31,18.51,1
464236,75,286,342,941,2,9237,4294967295,24.29,1014.77,14.21,595.59,18.60,1
465232,77,293,352,958,2,9660,4294967295,24.29,1014.76,14.21,600.38,18.60,1
466228,79,300,358,968,2,9516,4294967295,24.29,1014.76,14.20,599.85,18.60,1
467224,79,301,360,971,2,9481,4294967295,24.29,1014.76,14.21,595.06,18.60,1
468220,79,299,359,965,2,9516,4294967295,24.29,1014.76,14.19,598.78,18.60,1
469216,80,300,362,961,2,9481,4294967295,24.29,1014.76,14.20,599.31,18.60,1
470212,81,304,365,962,2,9624,4294967295,24.29,1014.76,14.19,594.01,18.60,1
471208,82,307,368,962,2,10072,4294967295,24.29,1014.76,14.19,595.06,18.60,1
472204,81,303,360,955,2,10228,4294967295,24.29,1014.76,14.19,596.65,18.51,1
473200,81,300,360,948,2,9237,4294967295,24.28,1014.77,14.19,594.54,18.60,1
474196,81,298,360,941,2,15161,4294967295,24.28,1014.76,14.19,594.01,18.60,1
475192,81,296,359,936,2,8168,4294967295,24.28,1014.76,14.20,597.71,18.60,1
476188,80,296,358,932,2,7487,4294967295,24.28,1014.76,14.21,597.71,18.51,1
477184,80,295,357,928,2,9306,4294967295,24.28,1014.77,14.21,590.88,18.51,1
478180,80,294,356,923,2,8711,4294967295,24.28,1014.77,14.21,589.84,18.60,1
479176,79,291,355,918,2,7997,4294967295,24.28,1014.76,14.22,589.84,18.60,1
480172,79,290,354,915,3,8711,4294967295,24.28,1014.76,14.23,585.73,18.51,1
481168,79,288,350,909,2,8936,4294967295,24.29,1014.77,14.23,586.24,18.51,1
482164,78,287,347,905,2,9375,4294967295,24.28,1014.77,14.25,585.73,18.51,1
483160,77,286,345,902,2,8969,4294967295,24.28,1014.77,14.24,585.22,18.51,1
484156,77,284,343,897,2,7696,4294967295,24.28,1014.77,14.24,584.20,18.51,1
485152,76,282,340,893,3,6859,4294967295,24.28,1014.77,14.25,581.67,18.51,1
486148,77,281,338,889,2,11236,4294967295,24.28,1014.77,14.26,588.29,18.51,0
487144,75,279,337,888,2,10150,4294967295,24.28,1014.77,14.26,583.69,18.60,0
