timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State-90.52
269916,37,76,80,793,1,10,0,24.88,1027.96,12.44,694.04,-90.52,0
270912,37,76,80,792,1,10,0,24.88,1027.96,12.44,695.47,-90.44,0
271908,37,76,80,792,1,10,0,24.88,1027.95,12.43,693.32,-90.44,0
272904,37,76,80,792,1,10,0,24.88,1027.95,12.43,686.24,-90.44,0
273900,37,75,80,792,1,10,0,24.88,1027.95,12.44,689.05,-90.52,0
274896,37,76,80,792,1,10,0,24.88,1027.96,12.44,689.05,-90.52,0
275892,37,75,80,792,1,11,0,24.88,1027.96,12.44,686.24,-90.44,0
276888,37,76,80,792,1,10,0,24.88,1027.95,12.43,689.05,-90.52,0
277884,37,76,79,791,1,10,0,24.88,1027.96,12.43,687.64,-90.52,0
278880,37,76,80,791,1,10,0,24.88,1027.96,12.43,691.18,-90.44,0
279876,36,75,80,792,1,10,0,24.88,1027.95,12.43,686.94,-90.44,0
280872,36,75,79,791,1,10,0,24.88,1027.95,12.43,690.47,-90.44,0
281868,36,76,80,791,1,10,0,24.88,1027.95,12.42,691.18,-90.44,0
282864,36,76,80,791,1,9,0,24.87,1027.95,12.43,691.18,-90.44,0
283860,36,75,80,790,1,10,0,24.87,1027.95,12.43,689.05,-90.52,0
284856,37,76,80,790,1,10,0,24.87,1027.96,12.44,688.35,-90.44,0
285852,37,75,79,790,1,10,0,24.87,1027.95,12.43,686.24,-90.44,0
286848,36,75,79,791,1,10,0,24.87,1027.95,12.44,687.64,-90.44,0
287844,36,75,80,791,1,10,0,24.87,1027.95,12.44,689.05,-90.44,0
288840,36,76,79,791,1,10,0,24.87,1027.95,12.44,679.99,-90.52,0
289836,37,75,80,791,1,11,0,24.87,1027.96,12.45,687.64,-90.35,0
290832,37,75,79,791,1,10,0,24.87,1027.94,12.44,684.84,-90.35,0
291828,36,76,79,791,1,10,0,24.87,1027.94,12.45,693.32,-90.44,0
292824,36,75,79,791,1,10,0,24.86,1027.95,12.45,691.18,-90.35,0
293820,36,75,79,791,1,9,0,24.86,1027.94,12.45,685.54,-90.35,0
294816,36,75,79,791,1,10,0,24.86,1027.94,12.46,690.47,-90.35,0
295812,36,76,79,791,1,10,0,24.86,1027.94,12.45,687.64,-90.35,0
296808,36,75,79,791,1,10,0,24.86,1027.94,12.45,690.47,-90.35,0
297804,36,75,79,792,1,10,0,24.86,1027.94,12.46,688.35,-90.35,0
298800,37,75,79,792,1,10,0,24.86,1027.94,12.47,682.06,-90.35,0
299796,36,75,78,792,1,10,0,24.86,1027.94,12.46,681.37,-90.35,0
300792,36,75,79,794,1,10,0,24.86,1027.94,12.47,683.45,-90.35,0
301788,36,75,79,793,1,10,0,24.86,1027.94,12.47,689.05,-90.44,0
302784,36,75,79,794,1,10,0,24.86,1027.95,12.47,682.06,-90.35,0
303780,36,75,78,795,1,10,0,24.86,1027.94,12.47,679.30,-90.27,0
304776,36,75,79,795,1,10,0,24.86,1027.93,12.47,681.37,-90.35,0
305772,36,75,79,795,1,10,0,24.86,1027.94,12.47,681.37,-90.35,0
306768,36,75,78,795,1,10,0,24.86,1027.94,12.47,677.93,-90.27,0
307764,37,75,79,796,1,10,0,24.86,1027.93,12.47,673.85,-90.27,0
308760,36,75,79,798,1,10,0,24.86,1027.93,12.48,671.16,-90.27,0
309756,36,75,79,799,1,10,0,24.86,1027.93,12.49,660.60,-90.35,0
310752,36,75,78,800,1,10,0,24.86,1027.94,12.51,660.60,-90.35,0
311748,37,75,79,801,1,10,0,24.86,1027.94,12.55,650.37,-90.35,0
312744,37,76,78,801,1,10,0,24.86,1027.94,12.58,649.11,-90.35,0
313740,36,75,79,801,1,10,0,24.86,1027.94,12.62,645.37,-90.27,0
314736,36,75,79,802,1,10,0,24.86,1027.93,12.66,638.01,-90.27,0
315732,36,75,79,801,1,12,0,24.85,1027.93,12.68,636.80,-90.27,0
316728,37,75,79,800,1,10,0,24.85,1027.93,12.68,633.80,-90.27,0
317724,37,75,79,800,1,10,0,24.86,1027.93,12.69,630.82,-90.27,0
318720,36,75,79,800,1,10,0,24.85,1027.93,12.67,632.61,-90.35,0
319716,36,75,79,802,1,10,0,24.86,1027.94,12.68,627.29,-90.35,0
320712,37,75,78,802,1,10,0,24.86,1027.94,12.65,626.71,-90.35,0
321708,36,75,79,802,1,10,0,24.86,1027.94,12.63,620.34,-90.44,0
322704,36,75,78,802,1,10,0,24.86,1027.95,12.62,624.96,-90.44,0
323700,37,75,79,801,1,10,0,24.86,1027.95,12.60,615.79,-90.35,0
324696,37,75,78,800,1,10,0,24.85,1027.94,12.59,617.49,-90.44,0
325692,37,75,78,800,1,10,0,24.85,1027.95,12.59,611.87,-90.35,0
326688,36,75,79,799,1,10,0,24.85,1027.94,12.58,610.20,-90.35,0
327684,36,75,79,799,1,10,0,24.85,1027.94,12.57,605.80,-90.35,0
328680,36,75,79,798,1,10,0,24.85,1027.94,12.57,603.08,-90.35,0
329676,36,75,78,798,1,10,0,24.85,1027.94,12.57,599.31,-90.35,0
330672,36,75,78,797,1,10,0,24.85,1027.94,12.56,598.78,-90.35,0
331668,36,75,78,796,1,10,0,24.85,1027.94,12.56,594.01,-90.44,0
332664,36,75,78,797,1,10,0,24.85,1027.95,12.56,592.96,-90.35,0
333660,36,74,78,797,1,10,0,24.85,1027.94,12.53,594.01,-90.35,0
334656,37,75,78,797,1,10,0,24.85,1027.94,12.54,592.96,-90.44,0
335652,36,74,77,797,1,10,0,24.85,1027.95,12.52,594.01,-90.44,0
336648,36,75,78,797,1,10,0,24.85,1027.95,12.51,592.96,-90.44,0
337644,36,75,78,798,1,10,0,24.85,1027.95,12.51,593.49,-90.52,0
338640,36,76,78,800,1,10,0,24.85,1027.96,12.49,589.32,-90.44,0
339636,36,76,78,800,1,10,0,24.85,1027.95,12.47,594.01,-90.44,1
340632,37,76,78,801,1,10,0,24.85,1027.95,12.46,595.06,-90.44,1
341628,36,76,79,800,1,10,0,24.85,1027.95,12.44,597.18,-90.44,1
342624,37,76,78,799,1,10,0,24.85,1027.95,12.43,597.71,-90.52,1
343620,37,75,78,799,1,10,0,24.85,1027.96,12.42,598.24,-90.52,1
344616,36,76,78,799,1,10,0,24.85,1027.96,12.39,600.38,-90.44,1
345612,37,76,77,798,1,10,0,24.85,1027.95,12.38,602.00,-90.52,1
346608,37,75,78,798,1,10,0,24.85,1027.96,12.36,602.00,-90.52,1
347604,37,75,78,798,1,10,0,24.85,1027.96,12.35,605.80,-90.52,1
348600,37,75,77,798,1,10,0,24.85,1027.96,12.35,600.92,-90.52,1
349596,36,75,78,798,1,10,0,24.85,1027.96,12.34,607.44,-90.60,1
350592,36,75,77,800,1,10,0,24.85,1027.97,12.32,602.54,-90.52,1
351588,37,75,78,800,1,10,0,24.85,1027.96,12.32,606.34,-90.52,1
352584,36,75,78,801,1,11,0,24.85,1027.96,12.31,608.54,-90.52,1
353580,36,75,77,801,1,10,0,24.85,1027.96,12.31,608.54,-90.60,1
354576,37,75,77,802,1,10,0,24.85,1027.97,12.30,607.99,-90.60,1
355572,36,75,77,802,1,10,0,24.85,1027.97,12.27,610.20,-90.60,1
356568,36,75,78,803,1,10,0,24.85,1027.97,12.28,612.42,-90.60,1
357564,37,75,78,804,1,10,0,24.85,1027.97,12.27,613.54,-90.68,1
358560,37,74,78,804,1,10,0,24.85,1027.98,12.26,617.49,-90.60,1
359556,37,75,78,803,1,10,0,24.85,1027.97,12.26,619.20,-90.60,1
360552,36,75,77,803,1,12,0,24.85,1027.97,12.26,620.34,-90.60,1
361548,37,75,78,802,1,10,0,24.85,1027.97,12.25,620.34,-90.60,1
362544,36,75,77,802,1,10,0,24.85,1027.97,12.24,620.34,-90.60,1
363540,36,75,78,800,1,10,0,24.85,1027.97,12.24,621.49,-90.60,1
364536,37,75,77,800,1,10,0,24.85,1027.97,12.23,623.79,-90.60,1
365532,37,75,78,799,1,10,0,24.85,1027.97,12.23,623.79,-90.60,1
366528,37,74,77,799,1,10,0,24.85,1027.97,12.22,629.64,-90.52,1
367524,37,75,77,798,1,10,0,24.85,1027.96,12.20,626.71,-90.52,1
368520,37,75,77,798,1,10,0,24.85,1027.96,12.21,626.12,-90.60,1
369516,36,75,77,797,1,10,0,24.85,1027.97,12.19,627.29,-90.60,1
370512,36,75,77,798,1,10,0,24.85,1027.97,12.20,630.23,-90.60,1
371508,37,75,77,798,1,10,0,24.85,1027.97,12.19,633.20,-90.68,1
372504,37,75,76,797,1,10,0,24.85,1027.98,12.19,630.23,-90.60,1
373500,37,74,77,797,1,10,0,24.85,1027.97,12.19,635.60,-90.60,1
374496,36,75,77,797,1,10,0,24.85,1027.97,12.19,632.01,-90.60,1
375492,37,75,77,797,1,10,0,24.85,1027.97,12.18,629.05,-90.60,1
376488,36,75,77,798,1,10,0,24.85,1027.97,12.18,635.00,-90.68,1
377484,37,75,77,798,1,10,0,24.85,1027.98,12.18,634.40,-90.77,1
378480,37,75,77,797,1,10,0,24.85,1027.99,12.19,636.80,-90.77,1
379476,37,75,77,797,1,10,0,24.85,1027.99,12.19,633.20,-90.77,1
380472,37,75,77,797,1,10,0,24.85,1027.99,12.20,635.60,-90.77,1
381468,36,75,76,796,1,10,0,24.85,1027.99,12.18,636.80,-90.77,1
382464,37,75,76,796,1,10,0,24.85,1027.99,12.19,639.23,-90.77,1
383460,37,75,76,796,1,10,0,24.85,1027.99,12.18,640.45,-90.77,1
384456,37,75,76,796,1,10,0,24.85,1027.99,12.17,639.23,-90.68,1
385452,37,75,77,796,1,10,0,24.85,1027.98,12.18,641.67,-90.68,1
386448,37,75,76,795,1,10,0,24.85,1027.98,12.17,642.90,-90.68,1
387444,37,75,76,795,1,9,0,24.85,1027.98,12.17,636.80,-90.77,1
388440,37,74,76,794,1,10,0,24.85,1027.99,12.17,636.80,-90.77,1
389436,36,74,76,794,1,10,0,24.85,1027.99,12.17,632.01,-90.77,1
390432,37,74,76,794,1,10,0,24.85,1027.99,12.18,632.01,-90.77,1
391428,36,75,76,794,1,10,0,24.85,1027.99,12.17,630.82,-90.85,1
392424,36,75,76,793,1,10,0,24.85,1028.00,12.17,627.29,-90.85,0
393420,36,74,76,792,1,10,0,24.85,1028.00,12.20,627.88,-90.77,0
394416,37,75,76,792,1,10,0,24.85,1027.99,12.20,624.96,-90.85,0
395412,37,75,76,792,1,10,0,24.85,1028.00,12.20,623.79,-90.85,0
396408,37,74,76,792,1,10,0,24.85,1028.00,12.21,620.34,-90.85,0
397404,36,74,76,792,1,10,0,24.85,1028.00,12.22,621.49,-90.85,0
398400,37,75,75,791,1,10,0,24.85,1028.00,12.22,616.36,-90.93,0
399396,36,75,75,791,1,10,0,24.85,1028.01,12.23,616.92,-90.85,0
400392,36,74,76,791,1,10,0,24.85,1028.00,12.23,615.23,-90.85,0
401388,37,75,75,791,1,10,0,24.85,1028.00,12.23,620.34,-90.85,0
402384,36,74,76,791,1,10,0,24.85,1028.00,12.23,617.49,-90.85,0
403380,36,75,76,791,1,10,0,24.85,1028.00,12.24,612.42,-90.85,0
404376,36,74,75,791,1,10,0,24.85,1028.00,12.25,619.77,-90.85,0
405372,37,74,75,790,1,10,0,24.85,1028.00,12.24,616.36,-90.85,0
406368,36,74,76,790,1,10,0,24.85,1028.00,12.24,616.92,-90.85,0
407364,36,74,76,790,1,10,0,24.85,1028.00,12.24,612.98,-90.85,0
408360,37,75,76,790,1,10,0,24.85,1028.00,12.25,612.42,-90.85,0
409356,36,75,76,790,1,10,0,24.85,1028.00,12.26,614.10,-90.93,0
410352,36,75,76,789,1,10,0,24.85,1028.01,12.27,613.54,-90.93,0
411348,36,74,75,789,1,10,0,24.85,1028.01,12.27,612.42,-90.93,0
412344,36,74,75,789,1,10,0,24.85,1028.01,12.28,616.36,-90.85,0
413340,35,75,75,790,1,10,0,24.85,1028.00,12.30,614.66,-90.93,0
414336,36,74,75,788,1,10,0,24.85,1028.01,12.30,615.79,-90.93,0
415332,36,74,75,788,1,10,0,24.85,1028.01,12.31,618.06,-90.93,0
416328,36,75,75,788,1,10,0,24.85,1028.01,12.31,615.79,-90.93,0
417324,35,74,75,788,1,12,0,24.85,1028.01,12.32,619.77,-90.85,0
418320,36,74,74,788,1,10,0,24.85,1028.00,12.33,614.10,-90.93,0
419316,36,75,75,788,1,10,0,24.85,1028.01,12.34,619.20,-90.93,0
420312,36,74,75,789,1,10,0,24.84,1028.01,12.34,618.63,-90.93,0
421308,35,75,75,788,1,10,0,24.84,1028.01,12.35,619.20,-90.93,0
422304,36,74,75,789,1,10,0,24.84,1028.01,12.34,623.79,-90.93,0
423300,36,74,75,789,1,10,0,24.84,1028.01,12.35,621.49,-90.93,0
424296,35,74,75,789,1,10,0,24.84,1028.01,12.35,624.37,-90.93,0
425292,35,74,75,789,1,10,0,24.84,1028.01,12.36,623.79,-90.93,0
426288,36,74,75,789,1,10,0,24.84,1028.01,12.36,627.29,-90.93,0
427284,36,74,74,788,1,10,0,24.84,1028.01,12.37,630.23,-90.85,0
428280,35,74,74,788,1,11,0,24.84,1028.00,12.37,631.42,-90.85,0
429276,35,74,75,788,1,10,0,24.84,1028.00,12.38,626.12,-90.93,0
430272,35,74,75,787,1,10,0,24.84,1028.01,12.39,632.01,-90.93,0
431268,36,74,74,788,1,10,0,24.84,1028.01,12.39,629.64,-91.01,0
432264,36,74,75,787,1,10,0,24.84,1028.02,12.40,632.61,-91.01,0
433260,35,74,74,787,1,10,0,24.84,1028.02,12.39,630.82,-91.01,0
434256,35,74,74,787,1,10,0,24.84,1028.02,12.40,632.61,-91.01,0
435252,35,74,74,787,1,10,0,24.84,1028.02,12.41,633.20,-91.09,0
436248,35,74,75,787,1,10,0,24.84,1028.03,12.41,632.61,-91.09,0
437244,35,74,74,787,1,10,0,24.84,1028.03,12.42,636.80,-91.09,0
438240,36,74,74,788,1,10,0,24.84,1028.03,12.43,635.60,-91.09,0
439236,35,74,74,787,1,10,0,24.84,1028.03,12.42,639.23,-91.09,0
440232,35,74,75,788,1,10,0,24.84,1028.03,12.43,641.67,-91.01,0
441228,35,74,74,787,1,10,0,24.84,1028.02,12.44,635.60,-91.01,0
442224,35,74,74,788,1,10,0,24.84,1028.02,12.44,638.62,-90.93,0
443220,35,74,75,788,1,10,0,24.84,1028.01,12.44,635.00,-91.01,0
444216,36,74,74,789,1,10,0,24.84,1028.02,12.44,639.23,-91.01,0
445212,35,74,74,789,1,10,0,24.84,1028.02,12.44,633.20,-90.93,0
446208,35,74,75,788,1,10,0,24.83,1028.01,12.44,635.60,-90.93,0
447204,36,74,74,788,1,10,0,24.83,1028.01,12.44,639.23,-90.93,0
448200,35,74,74,790,1,11,0,24.83,1028.01,12.43,626.12,-90.85,0
449196,35,74,74,790,1,10,0,24.83,1028.00,12.43,632.61,-90.93,0
450192,36,74,74,790,1,10,0,24.83,1028.01,12.42,632.61,-90.85,0
451188,36,74,75,790,1,10,0,24.83,1028.00,12.41,633.20,-90.85,0
452184,35,74,75,791,1,10,0,24.83,1028.00,12.41,629.64,-90.85,0
453180,36,74,75,792,1,10,0,24.83,1028.00,12.39,627.88,-90.85,1
454176,36,74,74,794,1,10,0,24.83,1028.00,12.38,628.46,-90.85,1
455172,36,75,75,797,1,10,0,24.83,1028.00,12.39,626.12,-90.85,1
456168,37,74,76,799,1,10,0,24.83,1028.00,12.38,620.34,-90.77,1
457164,37,75,76,800,1,9,0,24.83,1027.99,12.38,626.12,-90.68,1
458160,36,75,76,799,1,11,0,24.83,1027.98,12.39,627.88,-90.77,1
459156,37,75,76,801,1,10,0,24.83,1027.99,12.37,621.49,-90.77,1
460152,37,75,76,801,1,10,0,24.83,1027.99,12.36,620.34,-90.85,1
461148,38,75,76,802,1,10,0,24.83,1028.00,12.35,622.64,-90.85,1
462144,37,75,76,801,1,10,0,24.83,1028.00,12.35,616.92,-90.93,1
463140,38,75,77,803,1,10,0,24.83,1028.01,12.37,616.36,-90.85,1
464136,38,75,76,803,1,10,0,24.83,1028.00,12.38,609.09,-90.85,1
465132,37,75,77,804,1,10,0,24.82,1028.00,12.38,611.87,-90.93,1
466128,38,75,76,803,1,10,0,24.82,1028.01,12.41,605.80,-90.93,1
467124,37,75,76,802,1,10,0,24.82,1028.01,12.41,607.44,-90.93,1
468120,38,75,76,801,1,10,0,24.82,1028.01,12.42,605.80,-90.85,1
469116,38,74,76,800,1,10,0,24.82,1028.00,12.42,605.25,-90.85,1
470112,37,74,75,800,1,12,0,24.82,1028.00,12.41,605.80,-90.77,1
471108,38,74,75,799,1,10,0,24.82,1027.99,12.41,607.99,-90.85,1
472104,38,75,75,798,1,10,0,24.82,1028.00,12.40,609.09,-90.77,1
473100,38,74,75,799,0,10,0,24.82,1027.99,12.40,607.99,-90.85,1
474096,37,75,74,799,1,10,0,24.82,1028.00,12.39,611.31,-90.77,1
475092,37,75,75,798,1,10,0,24.82,1027.99,12.38,612.98,-90.77,1
476088,37,75,74,797,1,10,0,24.82,1027.99,12.36,612.98,-90.85,1
477084,37,75,75,798,1,10,0,24.82,1028.00,12.36,613.54,-90.77,1
478080,37,75,74,797,1,10,0,24.82,1027.99,12.36,610.75,-90.77,1
479076,37,75,75,797,1,9,0,24.82,1027.99,12.34,612.98,-90.77,1
480072,38,74,75,797,1,10,0,24.82,1027.99,12.33,612.42,-90.68,1
481068,37,74,75,796,1,10,0,24.81,1027.98,12.34,611.87,-90.68,1
482064,37,75,75,796,1,10,0,24.81,1027.98,12.33,616.92,-90.68,1
483060,37,74,75,797,1,10,0,24.81,1027.98,12.34,612.98,-90.68,1
484056,38,75,75,797,1,10,0,24.81,1027.98,12.34,611.31,-90.77,1
485052,38,75,75,796,1,10,0,24.81,1027.99,12.33,612.98,-90.68,1
486048,37,74,75,797,1,10,0,24.81,1027.98,12.33,612.98,-90.68,1
487044,38,74,74,796,1,10,0,24.81,1027.98,12.35,610.20,-90.68,1
488040,37,74,74,796,1,10,0,24.81,1027.98,12.35,611.87,-90.77,1
489036,37,74,75,796,1,10,0,24.81,1027.99,12.34,611.87,-90.77,1
490032,37,74,74,795,1,10,0,24.81,1027.99,12.34,612.42,-90.77,1
491028,37,75,74,795,1,10,0,24.81,1027.99,12.35,609.64,-90.77,1
492024,37,74,74,795,1,10,0,24.81,1027.99,12.35,611.31,-90.68,1
493020,37,74,74,795,1,10,0,24.81,1027.98,12.34,610.75,-90.68,1
494016,37,74,75,795,1,10,0,24.81,1027.98,12.36,609.09,-90.68,1
495012,37,74,74,795,1,11,0,24.81,1027.98,12.35,612.42,-90.77,1
496008,37,74,75,795,1,10,0,24.81,1027.99,12.35,611.31,-90.77,1
497004,38,74,74,794,1,10,0,24.81,1027.99,12.35,611.87,-90.85,1
498000,37,74,74,795,1,10,0,24.81,1028.00,12.35,610.75,-90.93,1
498996,37,74,74,794,1,10,0,24.81,1028.01,12.36,611.87,-90.93,1
499992,36,74,74,795,1,9,0,24.81,1028.01,12.36,610.75,-90.93,1
500988,37,74,75,795,1,10,0,24.81,1028.01,12.36,611.87,-90.85,1
501984,37,74,74,794,1,10,0,24.81,1028.00,12.37,614.66,-90.85,1
502980,37,74,74,793,1,9,0,24.81,1028.00,12.37,611.87,-90.93,1
503976,37,74,75,793,1,10,0,24.81,1028.01,12.37,613.54,-90.93,1
504972,36,74,74,793,1,10,0,24.81,1028.01,12.39,615.79,-91.01,1
505968,37,74,74,793,1,10,0,24.81,1028.02,12.39,611.87,-91.09,1
506964,37,74,74,792,1,10,0,24.81,1028.03,12.40,616.92,-91.09,1
507960,37,74,74,793,1,10,0,24.81,1028.03,12.40,620.34,-91.09,1
508956,37,74,74,792,1,10,0,24.81,1028.03,12.41,619.20,-91.01,1
509952,37,75,74,791,1,10,0,24.81,1028.02,12.42,618.63,-91.01,1
510948,37,74,74,791,1,10,0,24.81,1028.02,12.42,621.49,-91.01,1
511944,36,74,74,791,1,10,0,24.81,1028.02,12.43,624.37,-91.01,1
512940,37,74,74,790,1,10,0,24.81,1028.02,12.43,619.77,-91.01,0
513936,36,74,74,790,1,9,0,24.81,1028.02,12.44,619.20,-91.01,0
514932,37,73,74,790,1,10,0,24.81,1028.02,12.44,627.29,-91.01,0
515928,36,74,73,790,1,10,0,24.81,1028.02,12.45,623.79,-91.01,0
516924,37,74,74,789,1,10,0,24.80,1028.02,12.45,629.64,-91.01,0
517920,37,74,73,790,1,10,0,24.80,1028.02,12.46,633.20,-91.09,0
518916,37,74,73,789,1,10,0,24.80,1028.03,12.46,630.82,-91.09,0
519912,36,74,73,789,1,10,0,24.80,1028.03,12.47,633.80,-91.01,0
520908,37,74,74,789,1,10,0,24.80,1028.02,12.46,633.80,-91.09,0
521904,37,74,74,789,1,10,0,24.80,1028.03,12.47,629.05,-91.09,0
522900,37,74,73,788,1,10,0,24.80,1028.03,12.47,632.01,-91.09,0
523896,37,74,73,788,1,10,0,24.80,1028.03,12.48,634.40,-91.09,0
524892,37,74,74,788,1,10,0,24.80,1028.03,12.47,635.00,-91.09,0
525888,36,74,73,787,1,10,0,24.80,1028.03,12.48,636.80,-91.09,0
526884,37,74,74,787,1,10,0,24.80,1028.03,12.47,637.41,-91.09,0
527880,37,74,74,788,1,9,0,24.80,1028.03,12.47,640.45,-91.01,0
528876,37,73,74,787,1,10,0,24.80,1028.02,12.47,641.06,-91.01,0
529872,36,74,73,786,1,10,0,24.80,1028.02,12.47,639.84,-91.01,0
530868,36,74,74,787,1,10,0,24.80,1028.02,12.47,640.45,-91.09,0
531864,36,73,73,787,1,10,0,24.80,1028.03,12.46,638.62,-91.09,0
532860,37,73,73,786,1,10,0,24.80,1028.03,12.47,642.28,-91.09,0
533856,36,74,73,787,1,10,0,24.80,1028.03,12.46,639.84,-91.09,0
534852,36,73,73,786,1,10,0,24.80,1028.03,12.46,640.45,-91.18,0
535848,37,74,73,786,1,10,0,24.80,1028.04,12.48,644.75,-91.18,0
536844,36,73,73,787,1,10,0,24.80,1028.04,12.47,645.99,-91.18,0
537840,36,74,73,786,1,9,0,24.80,1028.04,12.47,645.37,-91.18,0
538836,37,73,73,785,1,10,0,24.80,1028.04,12.48,646.61,-91.18,0
539832,36,73,73,785,1,9,0,24.80,1028.04,12.48,644.13,-91.18,0
540828,36,73,73,787,1,10,0,24.80,1028.04,12.48,644.75,-91.18,0
541824,36,73,73,787,1,9,0,24.81,1028.04,12.47,647.23,-91.18,0
542820,36,74,73,786,1,10,0,24.80,1028.04,12.47,647.23,-91.18,0
543816,36,74,72,786,1,10,0,24.81,1028.04,12.47,645.37,-91.26,0
544812,36,73,73,787,1,10,0,24.81,1028.05,12.46,646.61,-91.26,0
545808,36,73,73,787,1,10,0,24.81,1028.05,12.45,650.37,-91.34,0
546804,36,73,73,788,1,10,0,24.80,1028.06,12.43,652.89,-91.34,0
547800,36,74,72,788,1,10,0,24.80,1028.06,12.42,649.74,-91.34,0
548796,36,73,73,787,1,10,0,24.80,1028.06,12.40,647.23,-91.34,0
549792,36,73,73,787,1,10,0,24.80,1028.06,12.40,650.37,-91.34,0
550788,36,73,72,787,1,10,0,24.80,1028.06,12.38,652.89,-91.26,0
551784,36,73,73,787,1,10,0,24.80,1028.05,12.37,647.86,-91.34,0
552780,36,73,72,787,1,10,0,24.80,1028.06,12.36,654.16,-91.34,0
553776,35,73,73,786,1,11,0,24.80,1028.06,12.34,656.08,-91.42,0
554772,36,73,72,787,1,10,0,24.80,1028.07,12.33,652.89,-91.51,0
555768,35,73,72,787,1,10,0,24.80,1028.08,12.32,652.89,-91.42,0
556764,35,73,72,786,1,10,0,24.80,1028.07,12.31,656.08,-91.51,0
557760,36,73,72,786,1,9,0,24.80,1028.08,12.31,656.72,-91.42,0
558756,36,73,72,786,1,9,0,24.80,1028.07,12.30,656.72,-91.42,0
559752,35,73,72,786,1,10,0,24.80,1028.07,12.28,651.63,-91.51,0
560748,36,73,72,787,1,10,0,24.80,1028.08,12.29,656.08,-91.42,0
561744,36,73,72,788,1,10,0,24.80,1028.07,12.27,654.16,-91.51,0
562740,36,73,72,788,1,10,0,24.80,1028.08,12.27,652.89,-91.51,0
